sim_time,output_collector_flowrate__l_m_,score_output_collector_flowrate__l_m_,output_1_Line1_flowrate__l_m_,score_output_1_Line1_flowrate__l_m_,output_1_Line1_pressure__kPa_,score_output_1_Line1_pressure__kPa_,output_1_Line1_power__W_,score_output_1_Line1_power__W_,output_1_Line2_flowrate__l_m_,score_output_1_Line2_flowrate__l_m_,output_1_Line2_pressure__kPa_,score_output_1_Line2_pressure__kPa_,output_1_Line2_power__W_,score_output_1_Line2_power__W_,output_1_Line3_flowrate__l_m_,score_output_1_Line3_flowrate__l_m_,output_1_Line3_pressure__kPa_,score_output_1_Line3_pressure__kPa_,output_1_Line3_power__W_,score_output_1_Line3_power__W_,output_1_Line4_flowrate__l_m_,score_output_1_Line4_flowrate__l_m_,output_1_Line4_pressure__kPa_,score_output_1_Line4_pressure__kPa_,output_1_Line4_power__W_,score_output_1_Line4_power__W_,input_collector_pressure,input_pump_speed_1,input_source_pressure_1,input_pump_speed_2,input_source_pressure_2,input_pump_speed_3,input_source_pressure_3,input_pump_speed_4,input_source_pressure_4,input_coll_pipe_length,input_coll_pipe_ele,input_pipe1_length_1,input_pipe2_length_1,input_pipe2_ele_1,input_pipe1_length_2,input_pipe2_length_2,input_pipe2_ele_2,input_pipe1_length_3,input_pipe2_length_3,input_pipe2_ele_3,input_pipe1_length_4,input_pipe2_length_4,input_pipe2_ele_4
6.5223904,196.810355896911,4.84004271070444e-14,34.335917267663,1.47341277691224e-14,296.315149682545,5.96178806614575e-14,-355.960258417238,7.62634491877562e-14,53.8547731932142,3.89180284447239e-15,286.638870801807,0,-400.17857192984,9.68008542140888e-14,46.6791447096311,5.9448270415464e-15,325.752500270898,0,-424.363897978733,1.03261198345222e-13,61.5890848584112,2.04705376786591e-14,302.397300845775,5.96178806614575e-14,-613.657074948183,1.19235761322915e-13,1.47453906136236,2498.20498930465,0.757920700164508,2501.81353659975,1.23046189235977,2601.29653793903,1.16338307718354,2924.40506373254,0.755730017746886,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.2028541,202.460222051954,6.29141357568945e-14,35.2083958376806,1.85286876478661e-14,285.184875410144,5.96178806614575e-14,-363.395071809307,1.13686837721616e-13,57.9782025705478,5.02429586778808e-15,275.534745586123,0,-451.376894629223,4.75586163323712e-14,42.6079398610137,1.49044701653644e-14,314.581764039811,5.96178806614575e-14,-432.041115681606,1.00083166567282e-13,66.2630024928165,1.68145100562345e-14,291.307581497479,5.96178806614575e-14,-544.034081336868,1.19235761322915e-13,1.36471636152319,2514.33508435405,0.639318088756093,2604.5091724864,1.07402147952342,2651.5569297514,0.824971382027252,2792.80128185537,1.13151783816007,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.2637766,247.820388124805,1.31479208746673e-13,49.2986155305215,1.72590230839249e-14,279.601983646236,0,-457.007348588273,2.54211497292521e-14,65.7774451318737,1.49044701653644e-14,269.911108256889,4.40307229178804e-14,-482.784793676008,3.59509347182254e-14,51.9992517383455,1.49044701653644e-14,308.973818135551,0,-481.230724186036,5.08422994585041e-14,80.2208189991944,1.18896540830928e-14,285.773723298602,5.96178806614575e-14,-632.514681392781,7.19018694364508e-14,1.30768058075376,2669.37182282022,0.645259889645025,2664.15041425906,1.200107413465,2705.95132506863,0.924483087050034,2955.10734029871,1.25790349435856,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5192055,256.356148366415,3.11344227557792e-14,64.9989695111952,1.18896540830928e-14,291.137073888874,5.96178806614575e-14,-614.652779560701,2.30198301452635e-13,67.9577880934499,1.18896540830928e-14,281.318168623119,5.96178806614575e-14,-490.793015047378,1.28370513614712e-13,65.6945655430898,1.10076807294701e-14,320.502262568753,0,-538.578542664352,7.19018694364508e-14,57.2210502074999,8.98773367955635e-15,296.921349765185,0,-539.19428385659,5.08422994585041e-14,1.41966040950163,2925.99329680342,0.77692364648649,2680.83599128452,1.35970508173013,2780.64378409613,1.42150061805242,2800.19927023716,0.805508298824504,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.8855983,305.285041237081,9.16572588300659e-14,73.0734535819259,1.74046714305346e-14,250.057753564777,2.98089403307288e-14,-591.542605747268,1.24537691023117e-13,96.6592304230742,3.27158444213789e-14,240.445107055178,0,-657.124694891573,5.32025249267353e-13,50.318918644148,1.00485917355762e-14,279.177068281267,0,-418.425995247498,4.40307229178804e-14,84.3171897646274,1.85286876478661e-14,256.044812551081,0,-559.762992715149,1.43803738872902e-13,1.0129849019663,2883.92209262605,0.793426058583794,2997.93860341605,1.37029600548857,2565.68529365276,0.898263917885354,2821.99099051729,1.43777475627053,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.8709447,258.070368135554,1.43803738872902e-13,50.0142024161986,9.26434382393303e-15,265.784093102337,5.96178806614575e-14,-387.627630808686,6.96186857221385e-14,63.246654035553,1.32930373793767e-14,256.06667937964,5.96178806614575e-14,-544.520090572855,1.34516080449876e-13,68.0041253634985,1.49044701653644e-14,295.311839505954,5.96178806614575e-14,-597.024863105269,1.24537691023117e-13,76.1653153896675,8.98773367955635e-15,271.902396139633,5.96178806614575e-14,-633.602418203704,1.19235761322915e-13,1.17129024522425,2487.97138133677,0.931453739480416,2797.26519739336,0.665040811338051,2892.44827730008,1.01083193929783,2958.46530947955,0.955532083579068,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.532409,276.253284445781,6.48114692637101e-14,63.4354503919354,7.45223508268219e-15,282.114005908761,5.96178806614575e-14,-504.375452525039,1.19235761322915e-13,82.1388242755395,1.79754673591127e-14,272.445452855088,5.96178806614575e-14,-648.692822490555,1.64747879650684e-13,55.6678976780728,1.00485917355762e-14,311.390402683548,5.96178806614575e-14,-591.119229525152,6.22688455115583e-14,74.4421624443999,1.10076807294701e-14,288.089019898536,0,-601.692889062925,1.76122891671522e-13,1.33042441086819,2710.56832035318,1.11871321163278,2984.08458092445,1.13791924818315,2909.53229747728,0.642618863034811,2900.16056648166,1.17763915379999,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7121894,255.630043624042,6.72580402249379e-14,73.1272565222531,8.98773367955635e-15,252.441524457599,5.96178806614575e-14,-570.830930324408,1.2962293852742e-13,75.594152441765,1.49044701653644e-14,242.607121229681,2.98089403307288e-14,-469.469714198467,1.78853641984373e-13,40.563792979484,8.10143365796377e-15,281.479507515216,5.96178806614575e-14,-367.795790545917,5.08422994585041e-14,65.60330626717,1.49044701653644e-14,258.21804752728,5.96178806614575e-14,-500.67234256313,1.19235761322915e-13,1.03775631759266,2844.84754651776,0.906714333275752,2634.63446039879,1.39218551954593,2477.53855390564,0.819897094410674,2703.35945180299,0.989434467720118,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.4062578,232.311777032146,6.90360923356998e-14,78.590866883121,2.24693341988909e-14,275.314467784824,0,-644.592748220799,2.18680998633219e-13,58.0053920887254,8.98773367955635e-15,265.263572844578,5.96178806614575e-14,-458.549612171936,1.03261198345222e-13,57.4020842195087,7.105427357601e-15,304.440441541986,5.96178806614575e-14,-528.914360017165,6.22688455115583e-14,37.7969621174994,9.53293114846953e-15,280.79330879063,5.96178806614575e-14,-357.633142498651,1.03261198345222e-13,1.26289231170886,2977.363680884,1.04032729036559,2621.03939903884,0.938232977643433,2776.88711095947,0.937524606671534,2469.28478437598,0.757242181149367,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.804261,170.59014555681,5.31721495175069e-14,38.9002535235776,1.00485917355762e-14,284.071102561225,3.59509347182254e-14,-363.717422098002,2.54211497292521e-14,67.4620216016206,1.62028673159275e-14,274.474317770524,4.40307229178804e-14,-600.227954582991,5.08422994585041e-14,21.0506026186634,2.90150367577204e-14,313.305687846395,5.96178806614575e-14,-308.384963325621,1.51463980210727e-13,42.8387697557566,1.14571573537582e-14,289.962359887691,5.96178806614575e-14,-443.514715577809,4.01943669423046e-14,1.35411253583353,2477.597759884,0.798875530338151,2899.95488438357,0.772833230162032,2488.81129495994,0.676985374619759,2684.13214105892,0.528906765034702,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.6164811,246.196706175877,8.03887338846093e-14,71.4538565564105,1.49044701653644e-14,288.850285542541,5.96178806614575e-14,-574.037446849507,2.69032160899752e-13,64.8573109088822,2.29143147075165e-14,278.936018983385,0,-450.685306932798,3.59509347182254e-14,31.8215479971533,1.28094913359575e-14,317.850581032569,5.96178806614575e-14,-378.831834693231,8.03887338846093e-14,77.5930828696419,2.00971834711523e-14,294.776538789951,0,-648.745863977757,2.00166333134564e-13,1.39670156458932,2849.41764918984,1.18282354957081,2593.11944810762,1.41573348066127,2598.51200574008,0.692105801981774,2984.01618884447,1.17483783367759,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.3836499,229.082369822196,3.00921349948258e-13,67.1739467573991,1.49044701653644e-14,276.511290165551,4.40307229178804e-14,-597.753039878141,1.19235761322915e-13,71.9625295353859,1.2710574864626e-14,266.706419407409,5.96178806614575e-14,-622.352932561513,0,31.0740668936558,1.21521504869457e-14,305.551367901288,5.96178806614575e-14,-366.570581726414,7.19018694364508e-14,58.3749581651382,1.31017606822935e-14,282.283136992998,5.96178806614575e-14,-447.953207427356,1.20583100826914e-13,1.27601289700418,2895.28240968231,0.791022535886676,2939.73870547478,0.784165931198009,2567.91915355157,0.620092417145437,2594.57012245103,1.17979920027481,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.4262905,274.440553290409,8.80614458357608e-14,81.4468633110731,1.34816005193345e-14,298.555776321014,5.96178806614575e-14,-649.769400924735,9.51172326647424e-14,81.398857408001,8.98773367955635e-15,288.678085763,5.96178806614575e-14,-599.971725259563,2.21616445396852e-13,52.4153912234511,1.87991937470471e-14,327.602701677025,5.96178806614575e-14,-617.653853984965,8.80614458357608e-14,58.6997190746437,7.78360568894479e-15,304.169019634634,5.96178806614575e-14,-646.314215816892,1.19235761322915e-13,1.49047046427161,2985.13072711119,1.36152987056486,2896.10034362234,1.46955151577761,2982.78824153664,0.522920794000482,2991.35976921191,0.516326124217465,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.6886587,237.975008073551,6.35528743231302e-14,65.6914847089659,1.49044701653644e-14,293.866761330465,5.96178806614575e-14,-509.636931291863,7.83532456812862e-14,52.7076664413365,1.14571573537582e-14,283.918504873719,5.08422994585041e-14,-408.52900898261,7.62634491877562e-14,49.8285188176217,1.29076497931528e-14,323.067385322314,5.96178806614575e-14,-581.178477152231,1.01684598917008e-13,69.3110170820512,1.49044701653644e-14,299.763273578439,5.96178806614575e-14,-575.470827199947,1.2962293852742e-13,1.44692444633246,2720.98462939752,1.29878648672896,2527.90037665339,1.10055272839128,2935.33154382212,0.508113931956444,2852.01577489138,1.19844672499364,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5906182,296.857316351208,2.80785776231561e-13,74.5984308610353,1.62028673159275e-14,253.323016291267,4.40307229178804e-14,-608.311520706879,2.35746044305958e-13,79.7271226253645,1.2710574864626e-14,243.511987641519,2.98089403307288e-14,-535.142583344391,1.19235761322915e-13,80.2681526707452,1.74046714305346e-14,282.751998328026,4.01943669423046e-14,-597.048484723923,1.60777467769219e-13,61.403096531611,1.00485917355762e-14,259.041336266253,5.39264020773381e-14,-458.369336468848,1.79754673591127e-14,1.045188828894,2914.22750293317,0.815670579731093,2774.16810303171,1.24327442075591,2891.03714974906,1.37795357247622,2611.47801595197,1.04188686652826,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.4770659,245.572922099529,8.43124153913739e-14,66.788194824567,1.00485917355762e-14,266.678622194564,5.39264020773381e-14,-557.232491772522,1.07852804154676e-13,61.7994035698323,1.49044701653644e-14,256.790395770916,0,-434.93216544881,1.79754673591127e-14,60.9117855424289,1.00485917355762e-14,295.970950831248,6.72580402249379e-14,-565.363319245828,1.34516080449876e-13,55.4716450213806,9.79415571016078e-15,272.42775408372,0,-479.324275262257,9.68008542140888e-14,1.17883844579468,2819.77483349913,0.852299800116517,2558.51133644395,1.15757071882415,2834.90196100632,0.869591497739579,2681.60057843545,0.761434812096619,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7743393,190.287983315843,6.48114692637101e-14,49.5659203723255,1.23069611928548e-14,297.1168776764,5.96178806614575e-14,-401.536019500071,8.62073130071116e-14,58.3913892458774,1.71121351098581e-14,287.362405973777,0,-497.042377852106,1.24537691023117e-13,18.7041367893873,2.69397853147224e-14,326.260249819132,5.96178806614575e-14,-309.79823695089,1.2323359549486e-13,63.2936850041312,1.49044701653644e-14,303.103150525323,5.96178806614575e-14,-581.917211559104,1.19235761322915e-13,1.48145848959706,2525.54014898604,1.13907470750356,2703.28449121301,0.981952609266176,2533.16652746097,0.677204759999504,2865.03126994566,0.963257040747862,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.6185853,227.40724932978,9.42641460811558e-14,78.8485865733024,1.74046714305346e-14,294.70962828555,5.96178806614575e-14,-600.852869972112,6.22688455115583e-14,60.592605343866,1.4210854715202e-14,284.675081428295,0,-617.33128056397,1.19235761322915e-13,52.6784609338107,8.70233571526732e-15,323.789801013381,0,-440.065124553661,5.39264020773381e-14,34.8745044491082,1.4561792860888e-14,300.166939664081,5.96178806614575e-14,-353.576741703436,1.36897080878865e-13,1.45402770258093,2897.82383018172,1.42221200945773,2934.12578473687,0.531152157558738,2603.92310787501,1.31753830374452,2484.52388448399,0.837713157150557,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.772143,281.491660297873,9.34032682673375e-14,75.3708074676207,4.49386683977818e-15,254.826382184247,2.98089403307288e-14,-569.904612873382,1.24537691023117e-13,72.9537295030348,7.78360568894479e-15,244.941585464897,0,-526.236487277855,1.72414626014223e-13,66.1908908633257,8.98773367955635e-15,284.079135906421,0,-584.899921287744,2.12688598070027e-13,66.1779354983098,1.00485917355762e-14,260.583332526735,5.96178806614575e-14,-471.676151517579,4.75586163323712e-14,1.06031686143562,2842.44924418544,1.02340643600338,2756.73038635065,1.02894038110289,2871.05710887398,0.880075296358172,2640.12547834605,1.18028454186498,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.3288346,282.873012042696,1.2710574864626e-13,79.6071452200896,2.20153614589402e-14,251.466119432397,8.94268209921863e-14,-529.16588584561,1.52526898375512e-13,76.6008370655202,7.78360568894479e-15,241.566151071251,0,-556.314804649221,2.87607477745803e-13,64.1108742854398,1.55672113778896e-14,280.64598384525,5.96178806614575e-14,-608.175931208656,7.19018694364508e-14,61.7167960685721,8.98773367955635e-15,257.128822585906,1.79754673591127e-14,-477.769753462782,6.48114692637101e-14,1.02671634652298,2761.52067441951,1.34467595119087,2817.12473789657,1.00202178346017,2915.4918963314,0.667180807490111,2654.52983269796,0.937266348903226,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5791017,256.949113202222,1.06344299035014e-13,65.4516875130661,1.4210854715202e-14,270.877420325445,0,-554.568002159384,1.19235761322915e-13,61.239505532022,7.45223508268219e-15,260.998313443895,0,-391.692072671596,1.79754673591127e-14,56.637690876839,9.53293114846953e-15,300.141154933875,5.96178806614575e-14,-583.526792014912,7.19018694364508e-14,73.0203238591919,0,276.815749830728,5.96178806614575e-14,-595.151631791105,1.01684598917008e-13,1.22004529021244,2814.75854600471,0.851704654367258,2457.31984122377,1.41024013830762,2889.43099244395,0.618378705167756,2888.89370365425,1.03787350583857,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5545807,218.54539410232,8.08896031160072e-14,52.1540088610719,5.50384036473505e-15,254.824134757422,8.94268209921863e-14,-417.071025471195,9.68008542140888e-14,47.5243809820671,6.35528743231302e-15,244.971052080853,8.94268209921863e-14,-378.833780904965,8.43124153913739e-14,63.2802307116983,2.05934849563355e-14,284.280248412169,5.96178806614575e-14,-575.417725246483,1.43803738872902e-13,54.9670148109161,1.36675624145762e-14,260.708924635112,5.96178806614575e-14,-481.147747682678,3.11344227557792e-14,1.0641298519514,2553.4433158977,0.744987282243105,2477.30292573793,0.679520882884771,2854.10131100578,0.806716530495183,2689.74043702688,0.611610012356104,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7035691,251.56243329886,5.0041583283641e-14,66.7103594441959,0,274.113434981497,5.96178806614575e-14,-483.980670124863,5.39264020773381e-14,77.5688636276569,2.00971834711523e-14,264.366384512327,0,-543.733151842448,1.68624830782748e-13,43.7085636841402,9.26434382393303e-15,303.248844092985,5.96178806614575e-14,-417.997896262737,8.43124153913739e-14,63.0120810238813,1.68145100562345e-14,279.934433079822,5.96178806614575e-14,-576.930795859951,8.03887338846093e-14,1.25191717463342,2666.47631608713,1.27230832660511,2791.47510735941,1.32114395676506,2604.88295134706,0.848958301328009,2857.43449338121,0.74749749125334,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
7.0895583,288.191544239153,6.72580402249379e-14,78.2251817592314,1.95883114203216e-14,249.342648411786,0,-526.972247924382,2.00166333134564e-13,68.8923580494088,1.34816005193345e-14,239.388135645921,2.98089403307288e-14,-435.73902860168,4.40307229178804e-14,70.1033356185902,1.10076807294701e-14,278.605449105412,5.96178806614575e-14,-624.377960372991,8.03887338846093e-14,70.090997183109,1.49044701653644e-14,255.106984387313,0,-521.776830512419,0,1.00583653993262,2757.19980855749,1.27894047948827,2559.96844507488,1.26633667191292,2943.05915404162,0.817659342946421,2747.43925153945,1.03555764649894,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.7350953,264.780919987947,4.01943669423046e-14,77.3322457344894,1.90658622969391e-14,299.245699271614,2.54211497292521e-14,-605.707213994606,1.43803738872902e-13,71.4997078176483,1.2710574864626e-14,289.322334610919,5.96178806614575e-14,-517.048565178453,8.80614458357608e-14,55.694274769644,1.14571573537582e-14,328.372960054129,5.96178806614575e-14,-478.778666947871,4.01943669423046e-14,59.7939032449531,2.00971834711523e-14,304.918449210601,5.96178806614575e-14,-644.714422189309,8.03887338846093e-14,1.49800175850274,2906.71913673546,1.38560609473037,2736.06623721589,1.4514322974759,2676.90248864884,1.32268332690497,2981.8669633809,0.583804206919292,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.2418009,268.747250442856,2.54211497292521e-14,53.5257657323025,1.00485917355762e-14,252.505028715753,0,-455.57504443363,1.74278622088831e-13,76.454774456497,1.4210854715202e-14,242.876159433664,2.98089403307288e-14,-504.736986397745,9.34032682673375e-14,75.1924400712466,1.49044701653644e-14,282.084670047812,5.96178806614575e-14,-560.1940110629,1.93601708428178e-13,62.7896861195864,1.16754085334172e-14,258.450816484796,0,-520.56522537912,1.19235761322915e-13,1.0399940436526,2639.53239820614,0.582443798076055,2710.81692267138,1.25307932307995,2823.11166445779,1.32629804284929,2746.62073831579,0.783130901183114,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.6041798,240.222543418016,9.88650704751199e-14,78.0695178290566,1.68145100562345e-14,278.80492968287,5.96178806614575e-14,-580.11196880008,2.24513515355869e-13,53.4291892474851,0,268.725503404879,5.96178806614575e-14,-475.695148416695,1.16494342887104e-13,40.9196457314995,1.29076497931528e-14,307.792365677292,0,-397.719589095689,6.72580402249379e-14,67.2916697277252,1.49044701653644e-14,284.542643299244,0,-611.073606679751,1.19235761322915e-13,1.29714768238825,2860.16821205248,1.32282429260355,2685.82102788746,0.630646237663058,2565.12596780194,0.896149135290748,2919.18732663925,0.818792680431197,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.6156566,274.238364254572,1.66697626566647e-13,73.0615162685465,1.49044701653644e-14,258.115509420962,0,-549.355521767683,0,66.0594750891846,1.49044701653644e-14,248.19530617813,2.98089403307288e-14,-395.534536934123,4.75586163323712e-14,49.3898453638603,1.05390519239217e-14,287.227823049675,0,-474.613526406203,8.23739398253419e-14,84.9836237763602,2.80641894194837e-14,264.11116935696,0,-657.469192785752,5.08422994585041e-14,1.09314356614001,2803.7272821589,1.05274970067577,2466.34116415718,1.45629855732433,2711.43312870569,0.629496782393286,2999.42083482162,1.13411336258953,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.3848339,284.434249315245,7.62634491877562e-14,78.6984798478932,3.8918028444724e-14,271.903383754067,5.96178806614575e-14,-592.542957261578,1.07852804154676e-13,63.0449589177705,5.02429586778808e-15,261.891852175226,5.96178806614575e-14,-561.902217559002,8.80614458357608e-14,78.164989098118,1.85286876478661e-14,301.260608951026,5.96178806614575e-14,-607.748979454899,1.01684598917008e-13,63.8647901833893,7.45223508268219e-15,277.598678082763,0,-515.340472172731,0,1.22799050387273,2883.31293173265,1.22716711780857,2830.63802854662,0.638210307529044,2910.28112172744,1.4305906886464,2733.99877752473,1.03845690329693,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.1496752,250.7717641846,5.08422994585041e-14,69.0713988662498,1.49044701653644e-14,280.126620446443,0,-529.773728315598,1.34516080449876e-13,69.2017233175242,1.49044701653644e-14,270.276456283162,5.96178806614575e-14,-538.810401969425,8.03887338846093e-14,52.5531154090101,1.02967424781677e-14,309.314495771765,0,-499.821961255326,5.08422994585041e-14,59.4179504345812,7.78360568894479e-15,285.888131168,5.96178806614575e-14,-457.00694138451,1.55672113778896e-13,1.31091399376624,2763.26673248773,1.20162835528838,2782.42843786047,1.06756907827464,2744.46271119694,0.858153334243364,2609.80020527962,1.22627202640768,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.290477,207.607159941033,4.01943669423046e-14,71.2949764148114,1.62028673159275e-14,276.78806118416,5.96178806614575e-14,-543.379145384553,8.80614458357608e-14,37.7636358217361,7.45223508268219e-15,266.684483909443,5.6843418860808e-14,-351.324804917327,1.01684598917008e-13,34.1242789974959,8.40725502811724e-15,305.803582948706,5.96178806614575e-14,-346.672926370898,1.07852804154676e-13,63.9719021471112,7.45223508268219e-15,282.569357456731,0,-486.224087149372,5.08422994585041e-14,1.278768876562,2791.20894928982,1.19302208685383,2450.17199420065,0.661650926695682,2469.10651072862,0.905939685150771,2671.4321130549,1.23485024280481,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.4107594,236.657399341783,8.76015918005489e-14,58.8218369929842,7.78360568894479e-15,258.83867687648,0,-431.454966451503,5.96178806614575e-14,44.0113276715997,1.02967424781677e-14,248.901704233159,2.98089403307288e-14,-375.958684230856,3.59509347182254e-14,69.3431485659884,1.49044701653644e-14,288.30150672206,6.72580402249379e-14,-612.723047663078,1.19235761322915e-13,63.8407958286605,7.45223508268219e-15,264.74631325256,0,-407.084943626183,8.98773367955636e-14,1.10264366866366,2555.38921231116,1.06106862886702,2486.75457735816,0.592084242113221,2921.34541049175,0.93004204998319,2493.50600570737,1.46682380575069,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.447637,272.788075309897,6.72580402249379e-14,84.4688199067768,2.15518282517779e-14,279.286271342297,5.96178806614575e-14,-653.129950110717,1.2962293852742e-13,82.7091072224901,1.4210854715202e-14,269.38547638659,0,-588.416050310831,1.72414626014223e-13,41.3662578690228,1.16754085334172e-14,308.199299110743,0,-424.22835560435,4.75586163323712e-14,63.6665966747727,1.29076497931528e-14,284.909364173526,5.96178806614575e-14,-480.930771528022,7.19018694364508e-14,1.3003160209699,2991.27525935082,1.27950547502744,2875.26391301351,1.38128064240566,2639.5802814862,0.753265099749058,2659.89673668359,1.27215110373757,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.0964435,231.421242334324,4.01943669423046e-14,55.088846013816,1.00485917355762e-14,285.059399318455,0,-532.759567870581,1.52526898375512e-13,63.5439928371,7.45223508268219e-15,275.29896744861,0,-514.442780615432,8.80614458357608e-14,71.2904996747329,1.74046714305346e-14,314.583001846359,0,-616.481206021762,1.39237371444277e-13,41.0329074369355,7.78360568894479e-15,290.807371990591,0,-366.616326548912,4.75586163323712e-14,1.3613248704352,2801.65032550892,0.601862840969801,2732.2816621207,1.00758591878956,2926.55809659828,1.24959949996777,2470.82410915511,0.938898033157898,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.0463855,245.251101506517,2.24693341988909e-13,51.7512959823396,9.26434382393303e-15,279.39121364938,5.96178806614575e-14,-499.06465056107,8.03887338846093e-14,83.9864435421523,1.2710574864626e-14,269.851195285493,0,-596.744525794857,8.80614458357608e-14,63.6857048135859,7.45223508268219e-15,308.858538689585,5.96178806614575e-14,-525.523057217454,8.80614458357608e-14,45.3080208758816,1.4561792860888e-14,285.200263699084,5.96178806614575e-14,-411.141892832903,4.40307229178804e-14,1.30546084813056,2751.50460639877,0.53601068289609,2890.41707997357,1.40168520542903,2754.16552263248,1.28897825206649,2576.32563140872,0.78435394121262,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.5948321,273.570769431394,1.04814085458348e-13,59.0152188556526,1.32930373793767e-14,285.327627071422,4.75586163323712e-14,-450.1502053005,1.58755029176165e-13,69.3552257380752,1.2710574864626e-14,275.580685126553,0,-547.657624435821,1.48229501182928e-13,61.6797009189512,0,314.70837930748,5.96178806614575e-14,-655.725342807075,0,82.9736360754255,2.20153614589402e-14,291.445529197876,5.96178806614575e-14,-628.920919387111,9.51172326647424e-14,1.36257755071382,2596.37420986978,1.23349757121566,2800.36801717092,1.08398492998033,2999.43947293016,0.708226677977165,2948.16235725097,1.43875326772818,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.294181,208.236886519187,1.17873022152979e-13,37.3923877565641,1.32930373793767e-14,264.465545716632,5.96178806614575e-14,-350.34927468525,9.34032682673375e-14,39.8328470768001,8.40725502811724e-15,254.678088047305,5.96178806614575e-14,-361.526440870556,8.43124153913739e-14,67.2468359174298,1.68145100562345e-14,294.080834574486,5.96178806614575e-14,-547.596509134951,1.96911379085677e-13,63.2384205106325,7.45223508268219e-15,270.54272782613,0,-422.715513189157,5.96178806614575e-14,1.16039620457265,2450.91537119246,0.629386371099335,2464.24795789745,0.570305406595763,2799.83989917798,1.18122099515286,2529.84918258675,1.4153426979636,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.3927041,222.696727342599,6.78559012289572e-14,55.1953306502586,1.86644307640388e-14,295.71316220645,5.96178806614575e-14,-385.751280662363,4.40307229178804e-14,63.110731857668,1.00485917355762e-14,285.947604539196,5.96178806614575e-14,-505.165431253026,6.22688455115583e-14,59.1395217901385,3.17764371615651e-15,325.104721409761,4.40307229178804e-14,-493.846102133174,8.03887338846093e-14,44.8501869482226,8.40725502811724e-15,301.488652220159,5.96178806614575e-14,-388.451126572294,4.40307229178804e-14,1.46646844367708,2460.2114044527,1.47422545111647,2712.14883392538,1.13995833190524,2691.13044031299,1.40931214076393,2514.76133747977,1.06285807000328,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
6.2938188,299.645042401992,4.96201047162576e-13,80.7422255126101,1.4210854715202e-14,257.305454991536,4.40307229178804e-14,-527.652266528533,1.13686837721616e-13,65.488493033793,1.2710574864626e-14,247.290767517408,8.94268209921863e-14,-425.083667183402,4.40307229178804e-14,65.4061447271277,1.85286876478661e-14,286.486514321634,5.96178806614575e-14,-616.789833874601,1.34516080449876e-13,87.1824189303061,3.14570678784472e-14,263.238862737695,4.40307229178804e-14,-590.964630038411,3.13412982725145e-13,1.08360058458537,2758.07973493247,1.45498516317238,2535.70198614873,1.26413971060986,2930.19977883115,0.739382422662572,2879.63953256148,1.48903552461028,12,3,41,153,12,61,126,11,52,162,15,55,150,12.6
